vaccinationCenterName,location,vaccineName,vaccinationDate,totalRegistrations,totalBoys,totalGirls
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Pfizer-BioNTech,2021-08-10,166,77,51
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,AstraZeneca,2023-09-22,225,180,6
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2021-10-15,332,189,127
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2023-04-02,50,4,7
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Sinopharm,2021-12-04,211,27,66
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2021-06-01,453,337,35
Uhc 18 Kathmandu Metropolitan City,Nardevi,AstraZeneca,2023-02-24,61,25,14
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Sinopharm,2021-04-10,158,91,65
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Pfizer-BioNTech,2020-10-28,125,70,24
Uhc 26 Kathmandu Metropolitan City,Lainchaur,AstraZeneca,2022-10-21,113,58,31
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Pfizer-BioNTech,2021-03-20,238,194,22
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2022-11-12,489,379,62
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Sinopharm,2022-12-02,456,18,173
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2021-05-06,201,173,28
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2021-07-07,310,76,35
Uhc 18 Kathmandu Metropolitan City,Nardevi,AstraZeneca,2021-12-12,244,121,113
Uhc 22 Kathmandu Metropolitan City,Te Bahal,AstraZeneca,2021-09-27,414,141,214
Uhc 4 Kathmandu Metropolitan City,Balwatar,Moderna,2022-10-09,264,233,14
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Pfizer-BioNTech,2021-02-06,112,23,29
Uhc 18 Kathmandu Metropolitan City,Nardevi,Pfizer-BioNTech,2020-10-27,91,59,0
Uhc 16 Kathmandu Metropolitan City,Balaju,AstraZeneca,2023-03-21,396,277,19
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Moderna,2020-10-02,212,202,7
Uhc 6 Kathmandu Metropolitan City,Baudhha,Pfizer-BioNTech,2023-02-19,237,232,0
Uhc 15 Kathmandu Metropolitan City,Dallu,Sinopharm,2022-12-17,301,176,76
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2022-11-26,31,22,5
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2022-01-30,84,79,2
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2023-12-20,350,83,194
Uhc 1 Kathmandu Metropolitan City,Naxal,AstraZeneca,2023-04-11,394,93,301
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Johnson & Johnson,2024-03-05,309,175,44
Uhc 13 Kathmandu Metropolitan City,Kalimati,Sinopharm,2020-11-05,123,3,27
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2023-12-01,422,305,98
Uhc 26 Kathmandu Metropolitan City,Lainchaur,AstraZeneca,2022-11-03,240,119,17
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Sinopharm,2023-04-18,493,253,155
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2021-05-23,335,2,293
Uhc 24 Kathmandu Metropolitan City,Makhan,Pfizer-BioNTech,2022-10-22,315,9,204
Uhc 15 Kathmandu Metropolitan City,Dallu,AstraZeneca,2023-01-12,105,18,74
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Pfizer-BioNTech,2021-11-22,324,209,58
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2022-02-14,465,382,62
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2021-08-04,492,326,53
Uhc 18 Kathmandu Metropolitan City,Nardevi,Pfizer-BioNTech,2021-10-16,449,251,115
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Pfizer-BioNTech,2021-04-07,265,199,2
Uhc 13 Kathmandu Metropolitan City,Kalimati,Moderna,2021-01-23,287,230,19
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2022-12-22,89,53,34
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2020-10-03,50,23,8
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2022-11-15,202,199,3
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,AstraZeneca,2021-11-22,435,156,94
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Sinopharm,2022-12-30,440,221,187
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2024-01-19,479,6,148
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Sinopharm,2023-09-29,466,341,10
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2023-12-19,294,63,48
Uhc 12 Kathmandu Metropolitan City,Teku,Sinopharm,2022-10-28,498,351,90
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Sinopharm,2021-03-06,184,64,1
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2024-02-03,269,171,10
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Johnson & Johnson,2020-10-27,379,163,66
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2023-06-23,453,87,80
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2024-01-16,398,120,277
Uhc 6 Kathmandu Metropolitan City,Baudhha,Pfizer-BioNTech,2020-11-07,219,130,8
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Pfizer-BioNTech,2024-01-21,194,194,0
Uhc 12 Kathmandu Metropolitan City,Teku,AstraZeneca,2023-11-24,103,18,71
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2023-05-09,380,107,141
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2023-05-07,362,301,25
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2024-01-28,81,71,4
Uhc 1 Kathmandu Metropolitan City,Naxal,Sinopharm,2021-08-21,496,34,48
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2024-01-24,173,22,85
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2022-03-15,437,120,203
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2023-01-29,236,50,145
Uhc 5 Kathmandu Metropolitan City,Hadigaun,AstraZeneca,2022-10-30,217,189,7
Uhc 26 Kathmandu Metropolitan City,Lainchaur,AstraZeneca,2024-01-01,35,6,11
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2020-12-31,121,67,42
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Sinopharm,2022-10-03,342,292,16
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2021-02-27,466,249,31
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Pfizer-BioNTech,2023-08-08,146,63,3
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Pfizer-BioNTech,2022-07-05,277,128,80
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Pfizer-BioNTech,2021-05-18,474,212,107
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2022-05-04,431,319,88
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2021-01-08,382,137,223
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2022-08-04,322,85,13
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Pfizer-BioNTech,2021-03-11,135,42,0
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2024-01-03,304,190,34
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Pfizer-BioNTech,2020-11-25,480,437,23
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2022-07-24,344,312,8
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Johnson & Johnson,2021-10-21,415,353,50
Uhc 4 Kathmandu Metropolitan City,Balwatar,Pfizer-BioNTech,2023-03-24,491,285,21
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2022-06-20,410,237,154
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Sinopharm,2022-05-15,106,45,21
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2022-05-09,439,62,210
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2023-12-23,364,303,10
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2022-04-05,318,123,129
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2023-03-14,82,17,19
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2021-04-22,453,320,45
Uhc 24 Kathmandu Metropolitan City,Makhan,AstraZeneca,2022-04-10,281,43,71
Uhc 13 Kathmandu Metropolitan City,Kalimati,Sinopharm,2020-10-12,257,231,20
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Pfizer-BioNTech,2021-11-22,445,206,113
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2021-10-03,387,68,276
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2021-11-29,286,171,92
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2023-04-15,335,27,65
Uhc 18 Kathmandu Metropolitan City,Nardevi,AstraZeneca,2022-08-26,269,210,25
Uhc 1 Kathmandu Metropolitan City,Naxal,Moderna,2022-07-08,315,278,23
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2021-08-14,58,50,0
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2023-04-15,245,67,153
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2022-04-23,273,103,86
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2022-09-07,45,35,4
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2021-07-03,221,199,19
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Johnson & Johnson,2021-08-22,171,0,24
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Sinopharm,2023-03-11,372,273,14
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2021-01-17,257,53,74
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Pfizer-BioNTech,2021-07-29,48,47,0
Uhc 2 Kathmandu Metropolitan City,Lazimpat,AstraZeneca,2022-08-23,239,232,0
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Pfizer-BioNTech,2023-11-07,466,19,191
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Pfizer-BioNTech,2023-10-03,344,8,241
Uhc 13 Kathmandu Metropolitan City,Kalimati,Sinopharm,2023-02-02,454,447,1
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Pfizer-BioNTech,2022-01-08,174,21,54
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2022-01-12,371,172,66
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2023-08-13,71,62,8
Uhc 24 Kathmandu Metropolitan City,Makhan,AstraZeneca,2022-04-22,432,267,92
Uhc 1 Kathmandu Metropolitan City,Naxal,Sinopharm,2023-11-14,380,8,320
Uhc 24 Kathmandu Metropolitan City,Makhan,AstraZeneca,2021-01-29,492,468,3
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,AstraZeneca,2021-12-12,256,98,135
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,AstraZeneca,2023-03-13,185,26,49
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Pfizer-BioNTech,2023-03-12,443,302,13
Uhc 4 Kathmandu Metropolitan City,Balwatar,Johnson & Johnson,2021-01-13,189,149,10
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2021-07-16,342,16,249
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2022-04-23,311,170,133
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2023-11-21,169,133,3
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Pfizer-BioNTech,2021-08-18,321,189,14
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2022-01-07,401,0,331
Uhc 18 Kathmandu Metropolitan City,Nardevi,Pfizer-BioNTech,2021-05-28,276,45,219
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,AstraZeneca,2023-04-09,469,128,291
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Moderna,2021-03-07,388,164,83
Uhc 22 Kathmandu Metropolitan City,Te Bahal,AstraZeneca,2020-12-13,431,41,230
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2021-03-10,466,230,176
Uhc 4 Kathmandu Metropolitan City,Balwatar,AstraZeneca,2024-02-14,150,36,4
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Sinopharm,2022-07-27,230,182,12
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2022-04-11,422,250,131
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2021-07-11,34,12,11
Uhc 24 Kathmandu Metropolitan City,Makhan,Sinopharm,2023-03-09,308,88,106
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Sinopharm,2022-11-01,194,187,6
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Pfizer-BioNTech,2020-10-30,366,85,183
Uhc 2 Kathmandu Metropolitan City,Lazimpat,AstraZeneca,2022-09-21,269,221,10
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Moderna,2021-03-05,225,151,54
Uhc 24 Kathmandu Metropolitan City,Makhan,AstraZeneca,2022-06-02,157,7,81
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2024-01-06,307,89,214
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Sinopharm,2020-11-05,342,336,6
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2024-02-17,364,319,5
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2020-10-19,269,224,22
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2022-07-30,334,10,298
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2023-11-02,163,122,32
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2022-04-08,426,311,112
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2021-11-23,343,86,97
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Johnson & Johnson,2021-06-20,259,84,78
Uhc 9 Kathmandu Metropolitan City,Gaushala,AstraZeneca,2024-01-01,486,221,43
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2020-10-20,455,338,74
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Pfizer-BioNTech,2023-10-23,91,16,70
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2023-12-29,450,395,7
Uhc 15 Kathmandu Metropolitan City,Dallu,Sinopharm,2022-04-20,231,207,0
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2021-02-09,214,71,15
Uhc 1 Kathmandu Metropolitan City,Naxal,AstraZeneca,2022-11-21,391,210,94
Uhc 5 Kathmandu Metropolitan City,Hadigaun,AstraZeneca,2022-12-20,464,181,52
Uhc 15 Kathmandu Metropolitan City,Dallu,Sinopharm,2023-01-21,471,377,34
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2022-02-13,288,225,1
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,AstraZeneca,2020-12-11,96,13,56
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2022-07-03,255,116,127
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2023-02-03,488,42,191
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2021-09-02,200,59,7
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2023-09-12,426,168,246
Uhc 13 Kathmandu Metropolitan City,Kalimati,Pfizer-BioNTech,2023-09-15,54,3,29
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2022-12-26,168,54,107
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2022-10-08,164,68,55
Uhc 16 Kathmandu Metropolitan City,Balaju,Moderna,2023-08-31,197,121,76
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2022-10-03,402,44,282
Uhc 2 Kathmandu Metropolitan City,Lazimpat,AstraZeneca,2023-01-10,426,88,198
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2023-12-01,464,351,27
Uhc 2 Kathmandu Metropolitan City,Lazimpat,AstraZeneca,2023-10-27,417,5,297
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2023-05-31,495,184,199
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Johnson & Johnson,2022-09-21,394,40,40
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Pfizer-BioNTech,2023-05-21,400,256,53
Uhc 5 Kathmandu Metropolitan City,Hadigaun,AstraZeneca,2022-03-17,445,368,53
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2021-03-10,366,171,187
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Pfizer-BioNTech,2021-08-29,497,208,219
Uhc 24 Kathmandu Metropolitan City,Makhan,AstraZeneca,2022-01-15,346,227,65
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2024-01-03,91,56,2
Uhc 13 Kathmandu Metropolitan City,Kalimati,Sinopharm,2021-11-04,312,200,92
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2021-05-07,165,39,14
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Sinopharm,2022-04-21,243,241,0
Uhc 4 Kathmandu Metropolitan City,Balwatar,Pfizer-BioNTech,2024-01-15,240,115,44
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Sinopharm,2023-07-02,169,79,75
Uhc 24 Kathmandu Metropolitan City,Makhan,Sinopharm,2023-04-27,184,64,85
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2022-09-15,280,78,68
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2022-03-26,338,329,0
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2021-10-01,112,102,7
Uhc 25 Kathmandu Metropolitan City,Masan Galli,AstraZeneca,2023-08-11,458,98,293
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2020-11-15,438,232,74
Uhc 12 Kathmandu Metropolitan City,Teku,Sinopharm,2021-08-15,351,68,238
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Sinopharm,2023-04-10,410,212,91
Uhc 11 Kathmandu Metropolitan City,Babarmahal,AstraZeneca,2023-11-16,440,137,189
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Pfizer-BioNTech,2021-11-28,406,213,56
Uhc 13 Kathmandu Metropolitan City,Kalimati,Pfizer-BioNTech,2023-08-31,100,27,26
Uhc 19 Kathmandu Metropolitan City,Damai Tol,AstraZeneca,2021-08-26,178,161,17
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Sinopharm,2022-06-09,356,143,178
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Sinopharm,2022-11-08,273,5,1
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Sinopharm,2021-12-01,272,144,66
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2022-08-31,78,43,20
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2021-05-01,251,107,122
Uhc 9 Kathmandu Metropolitan City,Gaushala,AstraZeneca,2020-11-24,213,170,6
Uhc 18 Kathmandu Metropolitan City,Nardevi,Pfizer-BioNTech,2022-07-21,104,28,48
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2024-02-23,66,12,10
Uhc 26 Kathmandu Metropolitan City,Lainchaur,AstraZeneca,2021-09-16,400,142,113
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2023-08-21,343,266,43
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2021-12-30,443,247,178
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2021-07-17,128,46,58
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2023-02-14,95,17,60
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Sinopharm,2022-05-10,352,189,40
Uhc 14 Kathmandu Metropolitan City,Kalanki,AstraZeneca,2021-08-27,462,2,39
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Johnson & Johnson,2022-03-23,488,361,70
Uhc 31 Kathmandu Metropolitan City,Shantinagar,AstraZeneca,2021-05-15,265,194,58
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2021-02-22,323,245,75
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Pfizer-BioNTech,2021-02-21,100,99,0
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2022-09-21,61,16,32
Uhc 4 Kathmandu Metropolitan City,Balwatar,AstraZeneca,2022-09-14,421,18,191
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2020-12-09,136,26,32
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2021-05-31,487,194,102
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2020-12-10,348,116,225
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Pfizer-BioNTech,2021-08-15,416,339,53
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Pfizer-BioNTech,2023-07-06,208,23,17
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2020-12-05,447,23,399
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2023-01-08,32,19,3
Uhc 15 Kathmandu Metropolitan City,Dallu,Sinopharm,2022-12-28,478,459,9
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2022-10-26,317,307,9
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2023-06-16,418,6,134
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Sinopharm,2023-04-01,452,209,226
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2023-05-26,378,126,198
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,AstraZeneca,2022-01-22,429,15,265
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2021-11-06,425,403,19
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2021-10-16,280,23,194
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2021-05-04,343,186,112
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2022-10-13,311,288,12
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2024-01-12,425,198,5
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2023-06-06,421,355,8
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Johnson & Johnson,2020-11-30,358,210,145
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Moderna,2021-08-09,447,392,54
Uhc 2 Kathmandu Metropolitan City,Lazimpat,AstraZeneca,2021-11-22,422,12,15
Uhc 6 Kathmandu Metropolitan City,Baudhha,AstraZeneca,2020-11-12,439,269,156
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2021-09-23,429,139,10
Uhc 1 Kathmandu Metropolitan City,Naxal,AstraZeneca,2022-04-26,98,89,3
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Pfizer-BioNTech,2022-10-08,235,163,25
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Sinopharm,2022-03-18,391,356,34
Uhc 15 Kathmandu Metropolitan City,Dallu,AstraZeneca,2024-02-01,130,34,72
Uhc 15 Kathmandu Metropolitan City,Dallu,AstraZeneca,2023-04-09,134,21,85
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2023-05-08,358,49,255
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2022-06-24,483,187,81
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2023-08-08,277,157,52
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2021-07-21,138,7,50
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2021-11-30,88,66,2
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2022-07-29,115,103,0
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2021-08-04,221,13,143
Uhc 24 Kathmandu Metropolitan City,Makhan,AstraZeneca,2021-09-30,362,188,162
Uhc 15 Kathmandu Metropolitan City,Dallu,Johnson & Johnson,2020-12-22,165,29,112
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2024-01-25,82,76,3
Uhc 2 Kathmandu Metropolitan City,Lazimpat,AstraZeneca,2023-12-24,230,14,3
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2021-01-04,365,188,38
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2023-01-14,337,297,24
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2023-06-18,87,51,31
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,AstraZeneca,2021-05-15,230,24,158
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2023-09-08,256,160,27
Uhc 14 Kathmandu Metropolitan City,Kalanki,AstraZeneca,2020-11-30,63,3,23
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Pfizer-BioNTech,2023-06-17,262,250,0
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2020-10-05,111,63,0
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2021-01-11,431,64,59
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2021-06-23,100,82,8
Uhc 12 Kathmandu Metropolitan City,Teku,Sinopharm,2021-04-14,234,112,88
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Moderna,2021-07-01,110,69,37
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2021-04-07,158,31,63
Uhc 11 Kathmandu Metropolitan City,Babarmahal,AstraZeneca,2022-03-08,462,345,52
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2023-03-30,83,73,4
Uhc 15 Kathmandu Metropolitan City,Dallu,AstraZeneca,2024-01-28,214,34,74
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2023-10-31,268,221,17
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Sinopharm,2022-01-14,58,41,14
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2023-10-19,216,131,66
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2022-10-22,286,57,182
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2023-01-11,163,93,63
